Area_Name,Year,Group_Name,Sub_Group_Name,Trial_of_Violent_Crimes_by_Courts_By_Confession,Trial_of_Violent_Crimes_by_Courts_By_trial,Trial_of_Violent_Crimes_by_Courts_Total
Bihar,2002,TVC- Rape,04. Rape,3.0,496.0,499.0
Chandigarh,2002,TVC- Rape,04. Rape,0.0,6.0,6.0
Chhattisgarh,2002,TVC- Rape,04. Rape,586.0,1080.0,1666.0
Daman & Diu,2002,TVC- Rape,04. Rape,0.0,0.0,0.0
Delhi,2002,TVC- Rape,04. Rape,0.0,442.0,442.0
Gujarat,2002,TVC- Rape,04. Rape,3.0,220.0,223.0
Haryana,2002,TVC- Rape,04. Rape,0.0,380.0,380.0
Himachal Pradesh,2002,TVC- Rape,04. Rape,4.0,104.0,108.0
Jammu & Kashmir,2002,TVC- Rape,04. Rape,0.0,136.0,136.0
Jharkhand,2002,TVC- Rape,04. Rape,7.0,563.0,570.0
Karnataka,2002,TVC- Rape,04. Rape,0.0,225.0,225.0
Kerala,2002,TVC- Rape,04. Rape,0.0,170.0,170.0
Lakshadweep,2002,TVC- Rape,04. Rape,0.0,1.0,1.0
Madhya Pradesh,2002,TVC- Rape,04. Rape,0.0,2385.0,2385.0
Maharashtra,2002,TVC- Rape,04. Rape,3.0,1171.0,1174.0
Meghalaya,2002,TVC- Rape,04. Rape,0.0,2.0,2.0
Mizoram,2002,TVC- Rape,04. Rape,10.0,22.0,32.0
Nagaland,2002,TVC- Rape,04. Rape,0.0,7.0,7.0
Odisha,2002,TVC- Rape,04. Rape,0.0,473.0,473.0
Punjab,2002,TVC- Rape,04. Rape,0.0,261.0,261.0
Tamil Nadu,2002,TVC- Rape,04. Rape,17.0,428.0,445.0
Uttarakhand,2002,TVC- Rape,04. Rape,0.0,67.0,67.0
West Bengal,2002,TVC- Rape,04. Rape,0.0,436.0,436.0
Andaman & Nicobar Islands,2003,TVC- Rape,04. Rape,0.0,6.0,6.0
Andhra Pradesh,2003,TVC- Rape,04. Rape,0.0,763.0,763.0
Arunachal Pradesh,2003,TVC- Rape,04. Rape,0.0,0.0,0.0
Assam,2003,TVC- Rape,04. Rape,4.0,456.0,460.0
Bihar,2003,TVC- Rape,04. Rape,0.0,641.0,641.0
Chandigarh,2003,TVC- Rape,04. Rape,0.0,17.0,17.0
Chhattisgarh,2003,TVC- Rape,04. Rape,0.0,697.0,697.0
Daman & Diu,2003,TVC- Rape,04. Rape,0.0,0.0,0.0
Gujarat,2003,TVC- Rape,04. Rape,1.0,228.0,229.0
Haryana,2003,TVC- Rape,04. Rape,0.0,363.0,363.0
Himachal Pradesh,2003,TVC- Rape,04. Rape,0.0,122.0,122.0
Jammu & Kashmir,2003,TVC- Rape,04. Rape,0.0,88.0,88.0
Jharkhand,2003,TVC- Rape,04. Rape,0.0,526.0,526.0
Karnataka,2003,TVC- Rape,04. Rape,0.0,287.0,287.0
Maharashtra,2003,TVC- Rape,04. Rape,13.0,1171.0,1184.0
Meghalaya,2003,TVC- Rape,04. Rape,0.0,4.0,4.0
Mizoram,2003,TVC- Rape,04. Rape,16.0,6.0,22.0
Nagaland,2003,TVC- Rape,04. Rape,0.0,9.0,9.0
Odisha,2003,TVC- Rape,04. Rape,0.0,539.0,539.0
Punjab,2003,TVC- Rape,04. Rape,0.0,318.0,318.0
Tamil Nadu,2003,TVC- Rape,04. Rape,20.0,435.0,455.0
Uttarakhand,2003,TVC- Rape,04. Rape,0.0,75.0,75.0
West Bengal,2003,TVC- Rape,04. Rape,1.0,506.0,507.0
Andhra Pradesh,2004,TVC- Rape,04. Rape,0.0,889.0,889.0
Arunachal Pradesh,2004,TVC- Rape,04. Rape,0.0,5.0,5.0
Assam,2004,TVC- Rape,04. Rape,10.0,572.0,582.0
Bihar,2004,TVC- Rape,04. Rape,0.0,749.0,749.0
Chandigarh,2004,TVC- Rape,04. Rape,0.0,13.0,13.0
Chhattisgarh,2004,TVC- Rape,04. Rape,35.0,716.0,751.0
Gujarat,2004,TVC- Rape,04. Rape,3.0,269.0,272.0
Himachal Pradesh,2004,TVC- Rape,04. Rape,0.0,107.0,107.0
Jammu & Kashmir,2004,TVC- Rape,04. Rape,2.0,102.0,104.0
Karnataka,2004,TVC- Rape,04. Rape,0.0,361.0,361.0
Maharashtra,2004,TVC- Rape,04. Rape,7.0,1253.0,1260.0
Manipur,2004,TVC- Rape,04. Rape,0.0,2.0,2.0
Meghalaya,2004,TVC- Rape,04. Rape,0.0,4.0,4.0
Mizoram,2004,TVC- Rape,04. Rape,3.0,117.0,120.0
Nagaland,2004,TVC- Rape,04. Rape,1.0,39.0,40.0
Odisha,2004,TVC- Rape,04. Rape,0.0,666.0,666.0
Punjab,2004,TVC- Rape,04. Rape,40.0,257.0,297.0
Rajasthan,2004,TVC- Rape,04. Rape,0.0,753.0,753.0
Sikkim,2004,TVC- Rape,04. Rape,0.0,3.0,3.0
Tamil Nadu,2004,TVC- Rape,04. Rape,4.0,420.0,424.0
Uttar Pradesh,2004,TVC- Rape,04. Rape,0.0,1282.0,1282.0
West Bengal,2004,TVC- Rape,04. Rape,17.0,700.0,717.0
Andhra Pradesh,2005,TVC- Rape,04. Rape,0.0,821.0,821.0
Arunachal Pradesh,2005,TVC- Rape,04. Rape,0.0,19.0,19.0
Assam,2005,TVC- Rape,04. Rape,12.0,525.0,537.0
Bihar,2005,TVC- Rape,04. Rape,0.0,837.0,837.0
Chandigarh,2005,TVC- Rape,04. Rape,0.0,14.0,14.0
Chhattisgarh,2005,TVC- Rape,04. Rape,311.0,630.0,941.0
Gujarat,2005,TVC- Rape,04. Rape,6.0,217.0,223.0
Haryana,2005,TVC- Rape,04. Rape,0.0,325.0,325.0
Himachal Pradesh,2005,TVC- Rape,04. Rape,0.0,145.0,145.0
Jammu & Kashmir,2005,TVC- Rape,04. Rape,0.0,116.0,116.0
Jharkhand,2005,TVC- Rape,04. Rape,28.0,500.0,528.0
Karnataka,2005,TVC- Rape,04. Rape,1.0,370.0,371.0
Maharashtra,2005,TVC- Rape,04. Rape,4.0,1164.0,1168.0
Manipur,2005,TVC- Rape,04. Rape,0.0,1.0,1.0
Meghalaya,2005,TVC- Rape,04. Rape,0.0,3.0,3.0
Mizoram,2005,TVC- Rape,04. Rape,3.0,17.0,20.0
Nagaland,2005,TVC- Rape,04. Rape,0.0,25.0,25.0
Odisha,2005,TVC- Rape,04. Rape,0.0,559.0,559.0
Punjab,2005,TVC- Rape,04. Rape,0.0,242.0,242.0
Tamil Nadu,2005,TVC- Rape,04. Rape,1.0,609.0,610.0
Uttar Pradesh,2005,TVC- Rape,04. Rape,0.0,1288.0,1288.0
West Bengal,2005,TVC- Rape,04. Rape,0.0,547.0,547.0
Andhra Pradesh,2006,TVC- Rape,04. Rape,0.0,850.0,850.0
Arunachal Pradesh,2006,TVC- Rape,04. Rape,0.0,2.0,2.0
Assam,2006,TVC- Rape,04. Rape,15.0,571.0,586.0
Bihar,2006,TVC- Rape,04. Rape,25.0,831.0,856.0
Chandigarh,2006,TVC- Rape,04. Rape,0.0,17.0,17.0
Chhattisgarh,2006,TVC- Rape,04. Rape,237.0,476.0,713.0
Dadra & Nagar Haveli,2006,TVC- Rape,04. Rape,0.0,5.0,5.0
Daman & Diu,2006,TVC- Rape,04. Rape,0.0,3.0,3.0
Delhi,2006,TVC- Rape,04. Rape,0.0,608.0,608.0
Gujarat,2006,TVC- Rape,04. Rape,3.0,204.0,207.0
Himachal Pradesh,2006,TVC- Rape,04. Rape,0.0,102.0,102.0
Jammu & Kashmir,2006,TVC- Rape,04. Rape,0.0,121.0,121.0
Jharkhand,2006,TVC- Rape,04. Rape,3.0,836.0,839.0
Karnataka,2006,TVC- Rape,04. Rape,0.0,339.0,339.0
Maharashtra,2006,TVC- Rape,04. Rape,1.0,1046.0,1047.0
Manipur,2006,TVC- Rape,04. Rape,0.0,1.0,1.0
Meghalaya,2006,TVC- Rape,04. Rape,1.0,13.0,14.0
Mizoram,2006,TVC- Rape,04. Rape,0.0,74.0,74.0
Nagaland,2006,TVC- Rape,04. Rape,6.0,6.0,12.0
Odisha,2006,TVC- Rape,04. Rape,0.0,500.0,500.0
Tamil Nadu,2006,TVC- Rape,04. Rape,0.0,466.0,466.0
Uttar Pradesh,2006,TVC- Rape,04. Rape,0.0,1238.0,1238.0
Uttarakhand,2006,TVC- Rape,04. Rape,0.0,97.0,97.0
West Bengal,2006,TVC- Rape,04. Rape,13.0,871.0,884.0
Andhra Pradesh,2007,TVC- Rape,04. Rape,0.0,962.0,962.0
Arunachal Pradesh,2007,TVC- Rape,04. Rape,0.0,7.0,7.0
Assam,2007,TVC- Rape,04. Rape,19.0,638.0,657.0
Bihar,2007,TVC- Rape,04. Rape,0.0,826.0,826.0
Chandigarh,2007,TVC- Rape,04. Rape,0.0,19.0,19.0
Chhattisgarh,2007,TVC- Rape,04. Rape,162.0,506.0,668.0
Daman & Diu,2007,TVC- Rape,04. Rape,0.0,2.0,2.0
Gujarat,2007,TVC- Rape,04. Rape,9.0,191.0,200.0
Haryana,2007,TVC- Rape,04. Rape,0.0,374.0,374.0
Himachal Pradesh,2007,TVC- Rape,04. Rape,0.0,83.0,83.0
Jammu & Kashmir,2007,TVC- Rape,04. Rape,0.0,137.0,137.0
Jharkhand,2007,TVC- Rape,04. Rape,2.0,851.0,853.0
Karnataka,2007,TVC- Rape,04. Rape,0.0,294.0,294.0
Madhya Pradesh,2007,TVC- Rape,04. Rape,0.0,2638.0,2638.0
Maharashtra,2007,TVC- Rape,04. Rape,1.0,904.0,905.0
Manipur,2007,TVC- Rape,04. Rape,0.0,2.0,2.0
Meghalaya,2007,TVC- Rape,04. Rape,0.0,15.0,15.0
Mizoram,2007,TVC- Rape,04. Rape,0.0,35.0,35.0
Nagaland,2007,TVC- Rape,04. Rape,0.0,28.0,28.0
Odisha,2007,TVC- Rape,04. Rape,0.0,609.0,609.0
Punjab,2007,TVC- Rape,04. Rape,0.0,275.0,275.0
Tamil Nadu,2007,TVC- Rape,04. Rape,0.0,398.0,398.0
West Bengal,2007,TVC- Rape,04. Rape,0.0,838.0,838.0
Andhra Pradesh,2008,TVC- Rape,04. Rape,0.0,812.0,812.0
Arunachal Pradesh,2008,TVC- Rape,04. Rape,0.0,2.0,2.0
Assam,2008,TVC- Rape,04. Rape,11.0,577.0,588.0
Bihar,2008,TVC- Rape,04. Rape,0.0,729.0,729.0
Chhattisgarh,2008,TVC- Rape,04. Rape,208.0,678.0,886.0
Gujarat,2008,TVC- Rape,04. Rape,3.0,210.0,213.0
Haryana,2008,TVC- Rape,04. Rape,0.0,454.0,454.0
Himachal Pradesh,2008,TVC- Rape,04. Rape,0.0,116.0,116.0
Jammu & Kashmir,2008,TVC- Rape,04. Rape,0.0,141.0,141.0
Jharkhand,2008,TVC- Rape,04. Rape,39.0,591.0,630.0
Karnataka,2008,TVC- Rape,04. Rape,11.0,325.0,336.0
Maharashtra,2008,TVC- Rape,04. Rape,2.0,1047.0,1049.0
Manipur,2008,TVC- Rape,04. Rape,0.0,0.0,0.0
Meghalaya,2008,TVC- Rape,04. Rape,2.0,24.0,26.0
Mizoram,2008,TVC- Rape,04. Rape,12.0,80.0,92.0
Nagaland,2008,TVC- Rape,04. Rape,1.0,14.0,15.0
Odisha,2008,TVC- Rape,04. Rape,0.0,645.0,645.0
Rajasthan,2008,TVC- Rape,04. Rape,1.0,662.0,663.0
Tamil Nadu,2008,TVC- Rape,04. Rape,0.0,432.0,432.0
West Bengal,2008,TVC- Rape,04. Rape,0.0,905.0,905.0
Andhra Pradesh,2009,TVC- Rape,04. Rape,0.0,967.0,967.0
Arunachal Pradesh,2009,TVC- Rape,04. Rape,0.0,5.0,5.0
Assam,2009,TVC- Rape,04. Rape,13.0,486.0,499.0
Bihar,2009,TVC- Rape,04. Rape,0.0,738.0,738.0
Chandigarh,2009,TVC- Rape,04. Rape,0.0,28.0,28.0
Chhattisgarh,2009,TVC- Rape,04. Rape,219.0,612.0,831.0
Gujarat,2009,TVC- Rape,04. Rape,4.0,179.0,183.0
Haryana,2009,TVC- Rape,04. Rape,0.0,475.0,475.0
Himachal Pradesh,2009,TVC- Rape,04. Rape,0.0,118.0,118.0
Jammu & Kashmir,2009,TVC- Rape,04. Rape,0.0,206.0,206.0
Jharkhand,2009,TVC- Rape,04. Rape,2.0,720.0,722.0
Karnataka,2009,TVC- Rape,04. Rape,109.0,233.0,342.0
Madhya Pradesh,2009,TVC- Rape,04. Rape,0.0,2278.0,2278.0
Maharashtra,2009,TVC- Rape,04. Rape,1.0,952.0,953.0
Manipur,2009,TVC- Rape,04. Rape,0.0,0.0,0.0
Meghalaya,2009,TVC- Rape,04. Rape,0.0,23.0,23.0
Mizoram,2009,TVC- Rape,04. Rape,54.0,12.0,66.0
Nagaland,2009,TVC- Rape,04. Rape,3.0,8.0,11.0
Odisha,2009,TVC- Rape,04. Rape,0.0,673.0,673.0
Tamil Nadu,2009,TVC- Rape,04. Rape,4.0,402.0,406.0
Tripura,2009,TVC- Rape,04. Rape,2.0,94.0,96.0
West Bengal,2009,TVC- Rape,04. Rape,15.0,846.0,861.0
Andhra Pradesh,2010,TVC- Rape,04. Rape,0.0,1031.0,1031.0
Arunachal Pradesh,2010,TVC- Rape,04. Rape,0.0,6.0,6.0
Assam,2010,TVC- Rape,04. Rape,21.0,505.0,526.0
Chandigarh,2010,TVC- Rape,04. Rape,0.0,31.0,31.0
Chhattisgarh,2010,TVC- Rape,04. Rape,204.0,621.0,825.0
Goa,2010,TVC- Rape,04. Rape,0.0,27.0,27.0
Gujarat,2010,TVC- Rape,04. Rape,7.0,180.0,187.0
Himachal Pradesh,2010,TVC- Rape,04. Rape,0.0,110.0,110.0
Jammu & Kashmir,2010,TVC- Rape,04. Rape,0.0,143.0,143.0
Jharkhand,2010,TVC- Rape,04. Rape,1.0,595.0,596.0
Karnataka,2010,TVC- Rape,04. Rape,4.0,346.0,350.0
Kerala,2010,TVC- Rape,04. Rape,0.0,256.0,256.0
Maharashtra,2010,TVC- Rape,04. Rape,4.0,1044.0,1048.0
Manipur,2010,TVC- Rape,04. Rape,0.0,3.0,3.0
Meghalaya,2010,TVC- Rape,04. Rape,0.0,9.0,9.0
Mizoram,2010,TVC- Rape,04. Rape,11.0,76.0,87.0
Nagaland,2010,TVC- Rape,04. Rape,8.0,11.0,19.0
Odisha,2010,TVC- Rape,04. Rape,0.0,666.0,666.0
Tamil Nadu,2010,TVC- Rape,04. Rape,11.0,421.0,432.0
West Bengal,2010,TVC- Rape,04. Rape,13.0,642.0,655.0
Andhra Pradesh,2001,TVC- Riots,09. Riots,32.0,2182.0,2214.0
Arunachal Pradesh,2001,TVC- Riots,09. Riots,0.0,2.0,2.0
Assam,2001,TVC- Riots,09. Riots,51.0,1412.0,1463.0
Bihar,2001,TVC- Riots,09. Riots,0.0,4879.0,4879.0
Chandigarh,2001,TVC- Riots,09. Riots,0.0,48.0,48.0
Chhattisgarh,2001,TVC- Riots,09. Riots,126.0,118.0,244.0
Delhi,2001,TVC- Riots,09. Riots,9.0,28.0,37.0
Gujarat,2001,TVC- Riots,09. Riots,2.0,910.0,912.0
Haryana,2001,TVC- Riots,09. Riots,27.0,833.0,860.0
Himachal Pradesh,2001,TVC- Riots,09. Riots,0.0,356.0,356.0
Jammu & Kashmir,2001,TVC- Riots,09. Riots,0.0,305.0,305.0
Jharkhand,2001,TVC- Riots,09. Riots,19.0,1500.0,1519.0
Karnataka,2001,TVC- Riots,09. Riots,23.0,5476.0,5499.0
Kerala,2001,TVC- Riots,09. Riots,143.0,3530.0,3673.0
Maharashtra,2001,TVC- Riots,09. Riots,122.0,3098.0,3220.0
Meghalaya,2001,TVC- Riots,09. Riots,0.0,8.0,8.0
Mizoram,2001,TVC- Riots,09. Riots,0.0,2.0,2.0
Nagaland,2001,TVC- Riots,09. Riots,2.0,0.0,2.0
Odisha,2001,TVC- Riots,09. Riots,0.0,1367.0,1367.0
Sikkim,2001,TVC- Riots,09. Riots,4.0,8.0,12.0
Tamil Nadu,2001,TVC- Riots,09. Riots,203.0,3698.0,3901.0
Uttar Pradesh,2001,TVC- Riots,09. Riots,28.0,4317.0,4345.0
Uttarakhand,2001,TVC- Riots,09. Riots,34.0,146.0,180.0
West Bengal,2001,TVC- Riots,09. Riots,1.0,1770.0,1771.0
Andaman & Nicobar Islands,2002,TVC- Riots,09. Riots,0.0,4.0,4.0
Andhra Pradesh,2002,TVC- Riots,09. Riots,0.0,2061.0,2061.0
Assam,2002,TVC- Riots,09. Riots,25.0,1341.0,1366.0
Bihar,2002,TVC- Riots,09. Riots,2.0,4591.0,4593.0
Chandigarh,2002,TVC- Riots,09. Riots,0.0,46.0,46.0
Chhattisgarh,2002,TVC- Riots,09. Riots,406.0,712.0,1118.0
Daman & Diu,2002,TVC- Riots,09. Riots,0.0,11.0,11.0
Delhi,2002,TVC- Riots,09. Riots,0.0,59.0,59.0
Gujarat,2002,TVC- Riots,09. Riots,8.0,818.0,826.0
Haryana,2002,TVC- Riots,09. Riots,4.0,509.0,513.0
Himachal Pradesh,2002,TVC- Riots,09. Riots,7.0,273.0,280.0
Jammu & Kashmir,2002,TVC- Riots,09. Riots,0.0,353.0,353.0
Karnataka,2002,TVC- Riots,09. Riots,0.0,4532.0,4532.0
Kerala,2002,TVC- Riots,09. Riots,44.0,3696.0,3740.0
Lakshadweep,2002,TVC- Riots,09. Riots,0.0,2.0,2.0
Madhya Pradesh,2002,TVC- Riots,09. Riots,186.0,1395.0,1581.0
Maharashtra,2002,TVC- Riots,09. Riots,111.0,3289.0,3400.0
Meghalaya,2002,TVC- Riots,09. Riots,0.0,8.0,8.0
Nagaland,2002,TVC- Riots,09. Riots,0.0,1.0,1.0
Odisha,2002,TVC- Riots,09. Riots,0.0,881.0,881.0
Puducherry,2002,TVC- Riots,09. Riots,118.0,139.0,257.0
Punjab,2002,TVC- Riots,09. Riots,0.0,0.0,0.0
Rajasthan,2002,TVC- Riots,09. Riots,54.0,9223.0,9277.0
Tamil Nadu,2002,TVC- Riots,09. Riots,257.0,4036.0,4293.0
Uttar Pradesh,2002,TVC- Riots,09. Riots,24.0,4235.0,4259.0
Uttarakhand,2002,TVC- Riots,09. Riots,48.0,107.0,155.0
West Bengal,2002,TVC- Riots,09. Riots,0.0,2580.0,2580.0
Andaman & Nicobar Islands,2003,TVC- Riots,09. Riots,0.0,6.0,6.0
Andhra Pradesh,2003,TVC- Riots,09. Riots,0.0,1390.0,1390.0
Arunachal Pradesh,2003,TVC- Riots,09. Riots,0.0,0.0,0.0
Assam,2003,TVC- Riots,09. Riots,14.0,1658.0,1672.0
Bihar,2003,TVC- Riots,09. Riots,0.0,5585.0,5585.0
Chandigarh,2003,TVC- Riots,09. Riots,0.0,29.0,29.0
Chhattisgarh,2003,TVC- Riots,09. Riots,0.0,275.0,275.0
Daman & Diu,2003,TVC- Riots,09. Riots,0.0,6.0,6.0
Gujarat,2003,TVC- Riots,09. Riots,11.0,969.0,980.0
Haryana,2003,TVC- Riots,09. Riots,2.0,570.0,572.0
Himachal Pradesh,2003,TVC- Riots,09. Riots,22.0,276.0,298.0
Jammu & Kashmir,2003,TVC- Riots,09. Riots,0.0,389.0,389.0
Jharkhand,2003,TVC- Riots,09. Riots,0.0,1600.0,1600.0
Karnataka,2003,TVC- Riots,09. Riots,14.0,4470.0,4484.0
Kerala,2003,TVC- Riots,09. Riots,76.0,4006.0,4082.0
Lakshadweep,2003,TVC- Riots,09. Riots,0.0,2.0,2.0
Maharashtra,2003,TVC- Riots,09. Riots,124.0,3360.0,3484.0
Meghalaya,2003,TVC- Riots,09. Riots,0.0,0.0,0.0
Nagaland,2003,TVC- Riots,09. Riots,0.0,0.0,0.0
Odisha,2003,TVC- Riots,09. Riots,0.0,1445.0,1445.0
Puducherry,2003,TVC- Riots,09. Riots,67.0,16.0,83.0
Punjab,2003,TVC- Riots,09. Riots,0.0,9.0,9.0
Rajasthan,2003,TVC- Riots,09. Riots,36.0,5478.0,5514.0
Tamil Nadu,2003,TVC- Riots,09. Riots,395.0,4303.0,4698.0
Uttar Pradesh,2003,TVC- Riots,09. Riots,38.0,2987.0,3025.0
Uttarakhand,2003,TVC- Riots,09. Riots,23.0,158.0,181.0
West Bengal,2003,TVC- Riots,09. Riots,2.0,2773.0,2775.0
Andhra Pradesh,2004,TVC- Riots,09. Riots,0.0,1450.0,1450.0
Arunachal Pradesh,2004,TVC- Riots,09. Riots,0.0,5.0,5.0
Assam,2004,TVC- Riots,09. Riots,56.0,2190.0,2246.0
Bihar,2004,TVC- Riots,09. Riots,0.0,5398.0,5398.0
Chandigarh,2004,TVC- Riots,09. Riots,0.0,52.0,52.0
Chhattisgarh,2004,TVC- Riots,09. Riots,51.0,220.0,271.0
Gujarat,2004,TVC- Riots,09. Riots,2.0,927.0,929.0
Haryana,2004,TVC- Riots,09. Riots,2.0,565.0,567.0
Himachal Pradesh,2004,TVC- Riots,09. Riots,0.0,843.0,843.0
Jammu & Kashmir,2004,TVC- Riots,09. Riots,4.0,523.0,527.0
Karnataka,2004,TVC- Riots,09. Riots,14.0,4754.0,4768.0
Kerala,2004,TVC- Riots,09. Riots,70.0,4556.0,4626.0
Maharashtra,2004,TVC- Riots,09. Riots,32.0,2754.0,2786.0
Manipur,2004,TVC- Riots,09. Riots,0.0,0.0,0.0
Meghalaya,2004,TVC- Riots,09. Riots,0.0,0.0,0.0
Mizoram,2004,TVC- Riots,09. Riots,0.0,0.0,0.0
Nagaland,2004,TVC- Riots,09. Riots,1.0,15.0,16.0
Odisha,2004,TVC- Riots,09. Riots,0.0,1334.0,1334.0
Punjab,2004,TVC- Riots,09. Riots,0.0,0.0,0.0
Rajasthan,2004,TVC- Riots,09. Riots,32.0,4476.0,4508.0
Tamil Nadu,2004,TVC- Riots,09. Riots,68.0,3975.0,4043.0
Uttar Pradesh,2004,TVC- Riots,09. Riots,17.0,2564.0,2581.0
West Bengal,2004,TVC- Riots,09. Riots,1.0,1312.0,1313.0
Andhra Pradesh,2005,TVC- Riots,09. Riots,0.0,1350.0,1350.0
Arunachal Pradesh,2005,TVC- Riots,09. Riots,0.0,3.0,3.0
Assam,2005,TVC- Riots,09. Riots,18.0,1635.0,1653.0
Bihar,2005,TVC- Riots,09. Riots,0.0,5305.0,5305.0
Chandigarh,2005,TVC- Riots,09. Riots,0.0,21.0,21.0
Chhattisgarh,2005,TVC- Riots,09. Riots,78.0,188.0,266.0
Gujarat,2005,TVC- Riots,09. Riots,13.0,743.0,756.0
Haryana,2005,TVC- Riots,09. Riots,0.0,771.0,771.0
Himachal Pradesh,2005,TVC- Riots,09. Riots,0.0,387.0,387.0
Jammu & Kashmir,2005,TVC- Riots,09. Riots,0.0,572.0,572.0
Jharkhand,2005,TVC- Riots,09. Riots,42.0,1567.0,1609.0
Karnataka,2005,TVC- Riots,09. Riots,2.0,5057.0,5059.0
Maharashtra,2005,TVC- Riots,09. Riots,18.0,3021.0,3039.0
Manipur,2005,TVC- Riots,09. Riots,0.0,0.0,0.0
Meghalaya,2005,TVC- Riots,09. Riots,0.0,7.0,7.0
Mizoram,2005,TVC- Riots,09. Riots,1.0,3.0,4.0
Nagaland,2005,TVC- Riots,09. Riots,0.0,4.0,4.0
Odisha,2005,TVC- Riots,09. Riots,0.0,944.0,944.0
Punjab,2005,TVC- Riots,09. Riots,0.0,0.0,0.0
Rajasthan,2005,TVC- Riots,09. Riots,28.0,4166.0,4194.0
Tamil Nadu,2005,TVC- Riots,09. Riots,88.0,3679.0,3767.0
Uttar Pradesh,2005,TVC- Riots,09. Riots,0.0,2904.0,2904.0
West Bengal,2005,TVC- Riots,09. Riots,2.0,1408.0,1410.0
Andhra Pradesh,2006,TVC- Riots,09. Riots,0.0,1566.0,1566.0
Arunachal Pradesh,2006,TVC- Riots,09. Riots,0.0,8.0,8.0
Assam,2006,TVC- Riots,09. Riots,24.0,1699.0,1723.0
Bihar,2006,TVC- Riots,09. Riots,161.0,5256.0,5417.0
Chandigarh,2006,TVC- Riots,09. Riots,0.0,36.0,36.0
Chhattisgarh,2006,TVC- Riots,09. Riots,112.0,162.0,274.0
Dadra & Nagar Haveli,2006,TVC- Riots,09. Riots,0.0,19.0,19.0
Daman & Diu,2006,TVC- Riots,09. Riots,0.0,12.0,12.0
Gujarat,2006,TVC- Riots,09. Riots,24.0,972.0,996.0
Himachal Pradesh,2006,TVC- Riots,09. Riots,0.0,279.0,279.0
Jammu & Kashmir,2006,TVC- Riots,09. Riots,0.0,642.0,642.0
Jharkhand,2006,TVC- Riots,09. Riots,2.0,1893.0,1895.0
Karnataka,2006,TVC- Riots,09. Riots,2.0,4830.0,4832.0
Lakshadweep,2006,TVC- Riots,09. Riots,0.0,0.0,0.0
Maharashtra,2006,TVC- Riots,09. Riots,8.0,3273.0,3281.0
Manipur,2006,TVC- Riots,09. Riots,0.0,0.0,0.0
Meghalaya,2006,TVC- Riots,09. Riots,0.0,3.0,3.0
Mizoram,2006,TVC- Riots,09. Riots,0.0,21.0,21.0
Nagaland,2006,TVC- Riots,09. Riots,0.0,0.0,0.0
Odisha,2006,TVC- Riots,09. Riots,0.0,847.0,847.0
Rajasthan,2006,TVC- Riots,09. Riots,5.0,4661.0,4666.0
Tamil Nadu,2006,TVC- Riots,09. Riots,3.0,2491.0,2494.0
Uttar Pradesh,2006,TVC- Riots,09. Riots,0.0,2935.0,2935.0
West Bengal,2006,TVC- Riots,09. Riots,0.0,2798.0,2798.0
Andhra Pradesh,2007,TVC- Riots,09. Riots,0.0,1219.0,1219.0
Arunachal Pradesh,2007,TVC- Riots,09. Riots,0.0,2.0,2.0
Assam,2007,TVC- Riots,09. Riots,31.0,1547.0,1578.0
Bihar,2007,TVC- Riots,09. Riots,0.0,7067.0,7067.0
Chandigarh,2007,TVC- Riots,09. Riots,0.0,41.0,41.0
Chhattisgarh,2007,TVC- Riots,09. Riots,193.0,275.0,468.0
Gujarat,2007,TVC- Riots,09. Riots,24.0,863.0,887.0
Haryana,2007,TVC- Riots,09. Riots,0.0,564.0,564.0
Himachal Pradesh,2007,TVC- Riots,09. Riots,0.0,315.0,315.0
Jammu & Kashmir,2007,TVC- Riots,09. Riots,0.0,435.0,435.0
Karnataka,2007,TVC- Riots,09. Riots,24.0,4149.0,4173.0
Madhya Pradesh,2007,TVC- Riots,09. Riots,0.0,1581.0,1581.0
Maharashtra,2007,TVC- Riots,09. Riots,13.0,3355.0,3368.0
Manipur,2007,TVC- Riots,09. Riots,0.0,3.0,3.0
Meghalaya,2007,TVC- Riots,09. Riots,0.0,4.0,4.0
Mizoram,2007,TVC- Riots,09. Riots,0.0,8.0,8.0
Nagaland,2007,TVC- Riots,09. Riots,0.0,1.0,1.0
Odisha,2007,TVC- Riots,09. Riots,0.0,726.0,726.0
Tamil Nadu,2007,TVC- Riots,09. Riots,5.0,1737.0,1742.0
West Bengal,2007,TVC- Riots,09. Riots,0.0,1982.0,1982.0
Andhra Pradesh,2008,TVC- Riots,09. Riots,0.0,1200.0,1200.0
Arunachal Pradesh,2008,TVC- Riots,09. Riots,0.0,1.0,1.0
Assam,2008,TVC- Riots,09. Riots,27.0,1227.0,1254.0
Bihar,2008,TVC- Riots,09. Riots,0.0,5070.0,5070.0
Chhattisgarh,2008,TVC- Riots,09. Riots,154.0,349.0,503.0
Gujarat,2008,TVC- Riots,09. Riots,30.0,970.0,1000.0
Haryana,2008,TVC- Riots,09. Riots,0.0,668.0,668.0
Himachal Pradesh,2008,TVC- Riots,09. Riots,0.0,354.0,354.0
Jammu & Kashmir,2008,TVC- Riots,09. Riots,2.0,296.0,298.0
Jharkhand,2008,TVC- Riots,09. Riots,71.0,2167.0,2238.0
Karnataka,2008,TVC- Riots,09. Riots,117.0,4417.0,4534.0
